id_perkara;jenis_perkara;tingkat;usia_tersangka;jenis_kelamin;domisili;pendidikan;jumlah_bb;nilai_kerugian;pasal_utama;residivis;tgl_mulai;tgl_selesai;lama_proses_hari;status_akhir
  pidum-100547  ;Pencurian;Penuntutan;25.0;L;DIY;SD;4;372912;UU_35_2009_112;Tidak;5/13/2024;8/21/2024;100;Tahap II
PIDUM-100548;Narkotika;Prapenuntutan;38.0;L;DIY;SMA;2;77509;KUHP_362;Tidak;3/29/2024;6/7/2024;70;P21
PIDUM-100549;Narkotika;Penuntutan;19.0;L;Banten;SMA;5;111104;UU_23_2004_44;Tidak;6/26/2024;9/25/2024;91;P21
PIDUM-100550;Perjudian;PRAPENUNTUTAN;44.0;P;Sulsel;SMA;1;293148;KUHP_362;Ya;3/29/2024;5/7/2024;39;SP3
pidum-100551;Narkotika;Prapenuntutan;31.0;L;Jatim;SMA;3;252081;UU_23_2004_44;Tidak;8/17/2024;10/13/2024;57;P21
PIDUM-100552;Narkotika;PRAPENUNTUTAN;25.0;L;DIY;SMA;1;91368;KUHP_351;Tidak;4/6/2024;7/18/2024;103;Tahap II
  PIDUM-100553  ;  PENCURIAN  ;Penuntutan;28.0;L;Banten;SD;2;35954;KUHP_351;Tidak;4/8/2024;6/7/2024;60;P21
PIDUM-100554;Narkotika;Penuntutan;38.0;L;DIY;SD;2;4359034;KUHP_362;Tidak;9/8/2024;1/30/2025;144;P21
PIDUM-100555;;Penuntutan;nan;P;Jabar;SMA;1;141329;KUHP_351;Tidak;3/2/2024;4/30/2024;59;Tahap II
PIDUM-100556;Penganiayaan;Penuntutan;24.0;L;Jateng;SMP;0;117507;UU_23_2004_44;Tidak;1/18/2024;4/10/2024;83;P21
PIDUM-100557;;Prapenuntutan;29.0;L;Sulsel;SD;1;182286;KUHP_362;Tidak;1/4/2024;4/25/2024;112;P21
PIDUM-100558;Penipuan;Penuntutan;20.0;P;Banten;SMA;3;127678;UU_35_2009_112;Tidak;6/17/2024;7/5/2024;18;P21
PIDUM-100559;;Prapenuntutan;47.0;L;Jateng;SMA;5;184006;KUHP_362;Tidak;4/26/2024;5/1/2024;5;P21
PIDUM-100560;Penganiayaan;prapenuntutan;25.0;P;Jatim;SMP;3;589451;KUHP_351;Tidak;5/26/2024;6/8/2024;13;SP3
PIDUM-100561;Perjudian;Prapenuntutan;38.0;L;Jabar;SMA;4;143695;KUHP_362;Tidak;1/29/2024;6/2/2024;125;P21
PIDUM-100562;Pencurian;Prapenuntutan;32.0;L;Banten;SMA;1;50883;KUHP_351;Tidak;1/18/2024;3/10/2024;52;P21
PIDUM-100563;Narkotika;Prapenuntutan;22.0;L;Jatim;SMP;1;138462;UU_23_2004_44;Tidak;1/2/2024;6/27/2024;177;P21
PIDUM-100564;Narkotika;Penuntutan;30.0;L;DIY;SMA;3;102293;UU_35_2009_112;Tidak;2/21/2024;4/13/2024;52;P21
PIDUM-100565;Pencurian;Prapenuntutan;38.0;L;Sumut;SMA;90;675966;KUHP_351;Tidak;4/16/2024;7/7/2024;82;P21
PIDUM-100566;Penipuan;Penuntutan;29.0;L;DKI;SMA;6;524981;KUHP_378;Tidak;2/29/2024;7/14/2024;136;Tahap II
PIDUM-100567;Pencurian;Prapenuntutan;41.0;L;Jatim;SMA;3;181230;KUHP_362;Tidak;3/10/2024;8/12/2024;155;SP3
PIDUM-100568;Narkotika;Prapenuntutan;40.0;L;Jateng;SD;1;45309;KUHP_351;Tidak;10/8/2024;3/14/2025;157;P21
PIDUM-100569;Narkotika;Prapenuntutan;39.0;P;Jabar;SMA;2;47767;UU_35_2009_112;Tidak;2/21/2024;6/23/2024;123;SP3
PIDUM-100570;Narkotika;PENUNTUTAN;26.0;L;Jabar;SMA;1;165234;KUHP_351;Tidak;3/27/2024;7/20/2024;115;P21
PIDUM-100571;  Penipuan  ;Penuntutan;21.0;L;Jatim;S1;2;227822;KUHP_378;Tidak;7/2/2024;10/8/2024;98;P21
PIDUM-100572;Penganiayaan;Penuntutan;nan;L;DIY;D3;1;111901;UU_35_2009_112;Tidak;3/1/2024;6/15/2024;106;P21
PIDUM-100573;  Pencurian  ;Penuntutan;32.0;L;DKI;SMA;3;100692;KUHP_303;Ya;4/26/2024;6/17/2024;52;P21
PIDUM-100574;Penipuan;Prapenuntutan;35.0;L;Sulsel;SMP;0;89967;UU_23_2004_44;Tidak;8/25/2024;10/6/2024;42;Tahap II
PIDUM-100575;Narkotika;Prapenuntutan;nan;L;Jateng;SMP;3;158991;KUHP_362;Tidak;12/24/2024;3/8/2025;74;SP3
PIDUM-100576;Perjudian;Penuntutan;30.0;L;Jatim;SMA;4;15021;KUHP_351;Tidak;1/20/2024;3/28/2024;68;Tahap II
PIDUM-100577;Perjudian;Prapenuntutan;32.0;L;Jatim;SMA;3;54104;KUHP_351;Tidak;11/9/2024;1/4/2025;56;P21
PIDUM-100578;Perjudian;Prapenuntutan;28.0;L;Sumut;SMP;1;86937;KUHP_362;Tidak;3/22/2024;7/2/2024;102;P21
pidum-100579;  Narkotika  ;Prapenuntutan;nan;L;Jabar;SMA;1;544434;KUHP_303;Tidak;2/5/2024;5/28/2024;113;P21
PIDUM-100580;Penganiayaan;Penuntutan;34.0;L;Jateng;SMP;4;72127;KUHP_303;Tidak;3/14/2024;5/31/2024;78;Tahap II
  PIDUM-100581  ;Penipuan;Penuntutan;42.0;L;DKI;S1;2;194944;UU_35_2009_112;Tidak;4/14/2025;8/26/2025;134;P21
PIDUM-100582;Narkotika;Prapenuntutan;29.0;P;Jabar;SD;2;204136;UU_35_2009_112;Tidak;3/22/2024;4/20/2024;29;P21
PIDUM-100583;;Prapenuntutan;39.0;P;Jatim;S1;1;595952;KUHP_362;Tidak;2/17/2024;4/24/2024;67;SP3
PIDUM-100584;Perjudian;Penuntutan;45.0;L;Jabar;S1;2;575260;UU_35_2009_112;Tidak;4/30/2024;6/15/2024;46;P21
PIDUM-100585;perjudian;Penuntutan;nan;L;Jabar;SMA;2;153659;KUHP_303;Tidak;2/2/2024;2/7/2024;5;P21
PIDUM-100586;Narkotika;Prapenuntutan;21.0;L;Banten;SMA;3;101165;UU_35_2009_112;Tidak;1/10/2024;3/21/2024;71;RJ
PIDUM-100587;Pencurian;Penuntutan;28.0;L;Jabar;SMA;2;83798;KUHP_351;Tidak;1/17/2024;3/27/2024;70;SP3
PIDUM-100588;Penganiayaan;Prapenuntutan;27.0;P;DIY;SMA;2;127891;KUHP_378;Tidak;1/17/2024;5/31/2024;135;Tahap II
PIDUM-100589;Perjudian;Prapenuntutan;35.0;L;Jabar;SMA;4;105447;KUHP_351;Tidak;1/20/2024;4/29/2024;100;Tahap II
PIDUM-100590;kdrt;PENUNTUTAN;37.0;L;Sulsel;SMP;2;283120;UU_35_2009_112;Tidak;1/18/2024;2/21/2024;34;RJ
PIDUM-100591;Pencurian;Penuntutan;23.0;L;DIY;SMA;4;247783;UU_35_2009_112;Tidak;5/2/2024;9/28/2024;149;SP3
PIDUM-100592;Pencurian;Prapenuntutan;31.0;L;Jateng;SMA;0;294137;UU_35_2009_112;Tidak;1/25/2024;5/27/2024;123;P21
pidum-100593;Perjudian;Penuntutan;15.0;L;Jabar;SMA;0;573368;KUHP_378;Tidak;2/20/2024;5/28/2024;98;Tahap II
PIDUM-100594;Penganiayaan;Penuntutan;43.0;L;DKI;SMP;1;1048497;UU_23_2004_44;Tidak;9/29/2024;12/3/2024;65;P21
PIDUM-100595;;Penuntutan;26.0;L;DIY;SMA;3;184363;KUHP_362;Tidak;3/18/2024;4/23/2024;36;P21
PIDUM-100596;KDRT;Penuntutan;31.0;L;DIY;SD;5;488680;UU_23_2004_44;Ya;5/12/2024;7/11/2024;60;SP3
PIDUM-100597;;Penuntutan;28.0;L;Jatim;SD;1;114501;UU_35_2009_112;Tidak;1/23/2024;5/20/2024;118;Tahap II
PIDUM-100598;Penipuan;Prapenuntutan;41.0;L;Jateng;SMP;2;532323;KUHP_378;Ya;1/26/2024;6/24/2024;150;Tahap II
PIDUM-100599;Pencurian;Prapenuntutan;15.0;L;Jabar;SD;2;470480;KUHP_303;Tidak;1/6/2024;5/21/2024;136;Tahap II
PIDUM-100600;Penganiayaan;Prapenuntutan;30.0;L;Sumut;SD;0;446152;UU_35_2009_112;Tidak;1/23/2024;3/18/2024;55;Tahap II
PIDUM-100601;PERJUDIAN;Prapenuntutan;30.0;L;DKI;D3;0;178808;KUHP_303;Tidak;2/9/2024;3/10/2024;30;Tahap II
PIDUM-100602;Narkotika;Penuntutan;590.0;P;Jatim;SD;0;83419;KUHP_362;Tidak;1/24/2024;4/13/2024;80;P21
PIDUM-100603;KDRT;Prapenuntutan;46.0;P;Jateng;SMA;1;40355;KUHP_362;Tidak;1/12/2024;1/17/2024;5;RJ
PIDUM-100604;Narkotika;Prapenuntutan;23.0;P;Sulsel;SMP;2;156367;KUHP_378;Tidak;1/16/2024;4/12/2024;87;P21
PIDUM-100605;Penganiayaan;Prapenuntutan;37.0;L;DIY;S1;1;753898;UU_23_2004_44;Tidak;3/15/2024;5/23/2024;69;P21
PIDUM-100606;Penganiayaan;Prapenuntutan;34.0;L;DKI;SMA;4;119390;UU_23_2004_44;Tidak;1/28/2024;3/24/2024;56;Tahap II
PIDUM-100607;Penganiayaan;Prapenuntutan;42.0;L;Sulsel;SMP;6;356869;KUHP_378;Tidak;2/24/2024;3/6/2024;11;RJ
PIDUM-100608;Penganiayaan;Penuntutan;24.0;P;Jabar;SMA;1;47695770;UU_35_2009_112;Tidak;3/25/2024;6/28/2024;95;P21
PIDUM-100609;Pencurian;Prapenuntutan;24.0;P;Sumut;SMA;3;122554;KUHP_351;Tidak;5/20/2024;7/12/2024;53;P21
PIDUM-100610;Penganiayaan;Penuntutan;40.0;P;Banten;SMA;2;607036;UU_23_2004_44;Tidak;1/5/2024;2/2/2024;28;SP3
PIDUM-100611;Narkotika;Penuntutan;34.0;L;Banten;SD;1;8878;KUHP_351;Tidak;7/11/2024;7/16/2024;5;P21
PIDUM-100612;Penipuan;Prapenuntutan;17.0;P;Jateng;S1;4;47918;KUHP_303;Ya;4/28/2024;7/10/2024;73;Tahap II
PIDUM-100613;Penipuan;Prapenuntutan;26.0;L;Sumut;SMA;1;65144;UU_35_2009_112;Tidak;1/11/2024;6/4/2024;145;SP3
PIDUM-100614;Penipuan;Prapenuntutan;34.0;L;DKI;SMA;0;71702;KUHP_378;Tidak;9/5/2024;1/24/2025;141;P21
PIDUM-100615;PENCURIAN;Penuntutan;38.0;L;Jatim;SMA;3;227809;UU_35_2009_112;Tidak;10/31/2024;12/26/2024;56;RJ
PIDUM-100616;Pencurian;Penuntutan;24.0;L;DKI;SMA;1;217518;UU_23_2004_44;Tidak;1/8/2024;2/27/2024;50;Tahap II
PIDUM-100617;Penipuan;Prapenuntutan;15.0;L;Sumut;D3;2;241346;UU_35_2009_112;Tidak;2/8/2024;5/11/2024;93;P21
  PIDUM-100618  ;Narkotika;Prapenuntutan;35.0;L;Sulsel;SMA;4;295398;UU_23_2004_44;Ya;7/15/2024;8/19/2024;35;P21
PIDUM-100619;Pencurian;Penuntutan;20.0;L;DIY;SMA;3;62937;KUHP_362;Tidak;6/14/2024;9/9/2024;87;RJ
  PIDUM-100620  ;Perjudian;Prapenuntutan;15.0;L;Banten;SD;2;48137;UU_35_2009_112;Ya;1/25/2024;5/9/2024;105;Tahap II
PIDUM-100621;PENIPUAN;Prapenuntutan;15.0;P;Jateng;S1;5;241909;KUHP_378;Tidak;1/29/2024;6/1/2024;2020;SP3
PIDUM-100622;Narkotika;Penuntutan;38.0;L;Jabar;SMA;2;86661;KUHP_303;Ya;2/25/2024;5/5/2024;70;P21
  PIDUM-100623  ;Pencurian;Penuntutan;32.0;L;DKI;SMP;1;33844;UU_23_2004_44;Tidak;3/20/2024;5/25/2024;66;SP3
PIDUM-100624;Penipuan;Penuntutan;28.0;L;Banten;SMP;4;429915;KUHP_362;Tidak;4/25/2024;6/3/2024;39;Tahap II
PIDUM-100625;Narkotika;Penuntutan;43.0;P;Jatim;SMP;4;656778;KUHP_362;Tidak;2/25/2024;4/6/2024;41;P21
PIDUM-100626;Penipuan;Penuntutan;36.0;L;Jateng;S1;4;772325;UU_35_2009_112;Tidak;3/15/2024;5/19/2024;65;Tahap II
PIDUM-100627;Penipuan;prapenuntutan;45.0;L;Jabar;SMP;5;196223;KUHP_362;Tidak;6/14/2024;9/11/2024;89;P21
PIDUM-100628;Perjudian;PENUNTUTAN;18.0;L;DKI;SMA;3;304349;UU_23_2004_44;Ya;1/5/2024;4/25/2024;111;Tahap II
PIDUM-100629;Narkotika;Penuntutan;30.0;L;Jatim;SD;0;640412;KUHP_351;Tidak;2/4/2024;3/17/2024;42;P21
PIDUM-100630;Pencurian;Penuntutan;16.0;L;Jabar;SMA;0;85697;UU_35_2009_112;Tidak;5/29/2024;10/10/2024;134;RJ
PIDUM-100631;Penipuan;Prapenuntutan;28.0;P;DIY;SMA;4;494191;KUHP_362;Tidak;9/27/2024;11/30/2024;64;P21
PIDUM-100632;Narkotika;Prapenuntutan;28.0;L;Banten;S1;7;214356;UU_35_2009_112;Tidak;3/27/2024;6/9/2024;74;Tahap II
PIDUM-100633;Penipuan;Prapenuntutan;36.0;L;DIY;SMA;1;405838;KUHP_351;Tidak;4/1/2024;5/16/2024;45;Tahap II
PIDUM-100634;;Prapenuntutan;31.0;P;Banten;D3;0;196043;KUHP_362;Tidak;1/14/2024;1/19/2024;5;P21
PIDUM-100635;Pencurian;Prapenuntutan;36.0;P;Jatim;SMA;1;594964;KUHP_351;Ya;3/12/2024;6/30/2024;110;Tahap II
PIDUM-100636;Perjudian;Penuntutan;37.0;L;Sulsel;SD;1;203520;UU_35_2009_112;Tidak;4/1/2024;7/14/2024;104;P21
PIDUM-100637;PENIPUAN;Penuntutan;nan;P;DIY;SMP;3;36901;UU_23_2004_44;Ya;2/3/2024;4/6/2024;63;Tahap II
PIDUM-100638;KDRT;Prapenuntutan;28.0;L;Banten;SMA;1;695180;KUHP_362;Tidak;2/7/2024;4/24/2024;77;SP3
PIDUM-100639;Penipuan;Penuntutan;22.0;L;Jateng;S1;2;63099;UU_35_2009_112;Tidak;2/26/2024;5/31/2024;95;Tahap II
PIDUM-100640;Narkotika;Prapenuntutan;33.0;L;Jatim;S1;2;569809;UU_23_2004_44;Ya;1/3/2024;1/15/2024;12;P21
PIDUM-100641;Penipuan;Prapenuntutan;23.0;L;Banten;SMP;0;148710;KUHP_303;Tidak;2/16/2024;4/9/2024;53;SP3
PIDUM-100642;Perjudian;PRAPENUNTUTAN;44.0;L;DKI;SMP;6;527556;UU_23_2004_44;Tidak;1/29/2024;5/14/2024;106;Tahap II
PIDUM-100643;Narkotika;prapenuntutan;28.0;L;Banten;SMP;1;506241;UU_23_2004_44;Tidak;2/17/2024;3/12/2024;24;P21
  PIDUM-100644  ;Narkotika;PRAPENUNTUTAN;25.0;L;DIY;S1;8;250231;UU_35_2009_112;Ya;1/16/2024;4/11/2024;86;SP3
PIDUM-100645;Pencurian;PRAPENUNTUTAN;26.0;L;Jateng;S1;3;270637;KUHP_378;Tidak;9/22/2024;10/12/2024;20;P21
PIDUM-100646;Narkotika;Prapenuntutan;nan;L;Jabar;D3;3;248358;KUHP_362;Tidak;4/18/2024;7/20/2024;93;P21
PIDUM-100647;Penipuan;Penuntutan;29.0;L;Sulsel;SMA;0;21724;UU_35_2009_112;Tidak;5/16/2024;7/28/2024;73;Tahap II
PIDUM-100648;Penganiayaan;Prapenuntutan;25.0;L;Jabar;SMA;2;183199;KUHP_303;Tidak;7/5/2024;7/15/2024;10;SP3
PIDUM-100649;Pencurian;Penuntutan;45.0;L;Banten;SMA;1;53313;UU_35_2009_112;Ya;3/23/2024;7/22/2024;121;Tahap II
PIDUM-100650;Penganiayaan;Penuntutan;23.0;L;Jabar;SMP;1;193143;KUHP_378;Tidak;1/11/2024;2/25/2024;45;P21
PIDUM-100651;;Penuntutan;31.0;L;Banten;SMA;2;51899;KUHP_303;Tidak;4/2/2024;5/14/2024;42;RJ
PIDUM-100652;Pencurian;Penuntutan;36.0;L;Jateng;SD;1;49764;KUHP_351;Tidak;4/16/2024;7/8/2024;83;Tahap II
PIDUM-100653;Narkotika;Prapenuntutan;16.0;L;Jabar;SMP;1;810117;UU_23_2004_44;Ya;6/13/2024;10/11/2024;120;Tahap II
PIDUM-100654;  KDRT  ;Prapenuntutan;35.0;L;DIY;S1;4;474229;UU_35_2009_112;Tidak;3/8/2024;4/11/2024;34;RJ
PIDUM-100655;Narkotika;Penuntutan;21.0;P;DIY;SMA;4;162081;KUHP_362;Tidak;1/17/2024;4/3/2024;77;P21
PIDUM-100656;Pencurian;PRAPENUNTUTAN;38.0;P;DKI;SMA;0;195784;UU_23_2004_44;Tidak;2/10/2024;5/12/2024;92;RJ
PIDUM-100657;Pencurian;Penuntutan;22.0;L;Banten;SMA;9;127017;UU_35_2009_112;Tidak;2/24/2024;6/5/2024;102;Tahap II
PIDUM-100658;Penipuan;penuntutan;37.0;L;Jabar;SMA;2;287758;KUHP_303;Tidak;5/4/2024;7/25/2024;82;P21
pidum-100659;Penganiayaan;Penuntutan;40.0;L;DIY;SMA;2;82780;UU_35_2009_112;Tidak;4/11/2024;6/10/2024;60;P21
PIDUM-100660;Perjudian;Penuntutan;38.0;L;Sumut;D3;1;439652;UU_35_2009_112;Tidak;2/22/2024;4/3/2024;41;Tahap II
PIDUM-100661;Penipuan;Penuntutan;33.0;L;Jateng;D3;2;126362;KUHP_303;Tidak;5/31/2025;8/17/2025;78;Tahap II
PIDUM-100662;Penipuan;PENUNTUTAN;28.0;L;Sulsel;SMA;2;106953;KUHP_378;Tidak;4/21/2024;5/23/2024;32;P21
PIDUM-100663;;Prapenuntutan;25.0;L;Jateng;SMP;3;166327;UU_35_2009_112;Tidak;2/2/2024;2/7/2024;5;P21
PIDUM-100664;;Penuntutan;44.0;L;Sumut;SMP;0;90116;KUHP_362;Ya;1/13/2024;4/14/2024;92;Tahap II
PIDUM-100665;Penganiayaan;Prapenuntutan;nan;L;Sumut;SMA;1;226088;UU_23_2004_44;Tidak;1/20/2024;5/10/2024;111;P21
PIDUM-100666;KDRT;Prapenuntutan;21.0;L;DKI;SMP;2;95095;KUHP_362;Tidak;2/3/2024;2/8/2024;5;RJ
PIDUM-100667;Narkotika;penuntutan;36.0;L;Jateng;SMA;3;260022;UU_23_2004_44;Tidak;1/22/2024;2/25/2024;34;P21
PIDUM-100668;penganiayaan;Prapenuntutan;23.0;L;Jateng;SMP;2;549083;KUHP_351;Tidak;1/25/2024;5/3/2024;99;SP3
PIDUM-100669;Penganiayaan;Prapenuntutan;22.0;L;Jabar;SMP;1;79275;KUHP_378;Tidak;2/10/2024;7/16/2024;157;SP3
PIDUM-100670;Pencurian;Prapenuntutan;18.0;L;Banten;SMA;3;142832;UU_23_2004_44;Ya;1/23/2024;4/7/2024;75;P21
PIDUM-100671;Penipuan;Penuntutan;26.0;L;Jatim;S1;1;258158;KUHP_362;Tidak;9/29/2024;11/13/2024;45;P21
PIDUM-100672;Pencurian;Prapenuntutan;30.0;P;Sulsel;SMP;4;105255;UU_35_2009_112;Tidak;1/11/2024;3/18/2024;67;Tahap II
PIDUM-100673;narkotika;Prapenuntutan;33.0;P;Jateng;SMA;7;258931;KUHP_303;Tidak;3/30/2024;8/6/2024;129;Tahap II
PIDUM-100674;Penganiayaan;PRAPENUNTUTAN;39.0;L;Sulsel;SMA;1;283622;KUHP_303;Tidak;3/4/2024;4/22/2024;49;SP3
PIDUM-100675;Penipuan;Penuntutan;35.0;L;Sulsel;SD;2;480826;UU_35_2009_112;Tidak;4/29/2025;6/11/2025;43;P21
PIDUM-100676;;PENUNTUTAN;29.0;L;Sulsel;SMA;5;88788;KUHP_378;Tidak;1/15/2024;3/10/2024;55;SP3
  PIDUM-100677  ;Penipuan;Prapenuntutan;29.0;L;Jateng;SMA;3;63400;KUHP_303;Tidak;3/1/2024;4/6/2024;36;P21
PIDUM-100678;Penipuan;Prapenuntutan;35.0;L;Jatim;SMA;3;119661;KUHP_303;Tidak;2/22/2025;5/12/2025;79;RJ
  PIDUM-100679  ;Pencurian;Prapenuntutan;42.0;P;Jateng;S1;4;61836;KUHP_303;Tidak;8/28/2024;1/14/2025;139;Tahap II
PIDUM-100680;Pencurian;PENUNTUTAN;32.0;L;Jabar;SMP;2;286214;KUHP_351;Ya;7/22/2024;10/17/2024;87;P21
PIDUM-100681;Penipuan;Penuntutan;26.0;L;Jabar;SD;3;50932;UU_23_2004_44;Tidak;2/5/2024;4/9/2024;64;P21
PIDUM-100682;  Penganiayaan  ;Penuntutan;22.0;L;Jatim;S1;3;1677837;UU_35_2009_112;Tidak;1/23/2024;3/26/2024;63;SP3
PIDUM-100683;Narkotika;Prapenuntutan;17.0;L;DIY;SMA;2;594768;KUHP_362;Tidak;5/12/2024;5/24/2024;12;P21
PIDUM-100684;Pencurian;Penuntutan;36.0;L;Jateng;SMA;5;164814;KUHP_351;Tidak;11/14/2024;3/4/2025;110;Tahap II
PIDUM-100685;  Penganiayaan  ;Penuntutan;36.0;P;DIY;D3;6;387470;KUHP_362;Tidak;4/7/2024;6/17/2024;71;SP3
PIDUM-100686;Pencurian;Penuntutan;36.0;L;Sulsel;SMP;4;31672;KUHP_362;Tidak;4/11/2024;6/17/2024;67;Tahap II
PIDUM-100687;Perjudian;Penuntutan;29.0;P;Jateng;SMA;1;2029648;KUHP_351;Tidak;2/9/2024;8/29/2024;202;Tahap II
PIDUM-100688;Penganiayaan;PRAPENUNTUTAN;43.0;L;Banten;SMP;3;90200;KUHP_362;Tidak;6/25/2024;9/19/2024;86;SP3
PIDUM-100689;Narkotika;Prapenuntutan;26.0;P;Jateng;SMP;1;144278;KUHP_378;Ya;1/25/2024;3/9/2024;44;P21
PIDUM-100690;Pencurian;Penuntutan;39.0;P;Jabar;SMP;3;25439;KUHP_362;Tidak;2/16/2024;4/13/2024;57;Tahap II
PIDUM-100691;Penipuan;Penuntutan;30.0;L;DKI;D3;1;47695770;KUHP_362;Tidak;3/7/2024;7/5/2024;120;Tahap II
PIDUM-100692;;penuntutan;25.0;L;Sumut;SMP;3;53833;KUHP_362;Tidak;3/26/2024;6/13/2024;79;Tahap II
PIDUM-100693;Perjudian;Prapenuntutan;36.0;L;DKI;SMA;2;180169;KUHP_362;Tidak;2/3/2024;2/20/2024;17;RJ
PIDUM-100694;Perjudian;Prapenuntutan;34.0;P;DKI;S1;2;94440;KUHP_351;Tidak;1/15/2024;5/5/2024;111;P21
PIDUM-100695;Penganiayaan;Prapenuntutan;34.0;L;DKI;SMA;1;55395;UU_35_2009_112;Tidak;4/23/2024;6/10/2024;48;P21
PIDUM-100696;kdrt;Prapenuntutan;31.0;L;Sumut;SMA;4;72812;UU_23_2004_44;Tidak;2/10/2024;7/8/2024;149;Tahap II
PIDUM-100697;KDRT;Penuntutan;nan;L;DIY;SMA;5;203982;UU_23_2004_44;Tidak;4/14/2024;8/10/2024;118;Tahap II
PIDUM-100698;Perjudian;Penuntutan;52.0;L;Sumut;SMP;1;45184;UU_23_2004_44;Tidak;1/21/2024;3/18/2024;57;RJ
PIDUM-100699;Perjudian;prapenuntutan;41.0;P;DIY;SMA;1;76971;KUHP_362;Tidak;3/19/2024;7/23/2024;126;P21
PIDUM-100700;Penganiayaan;Penuntutan;37.0;L;Sumut;SMA;3;315929;KUHP_351;Tidak;4/1/2024;6/17/2024;77;Tahap II
PIDUM-100701;Narkotika;Prapenuntutan;32.0;L;Sumut;S1;4;2196728;KUHP_362;Tidak;1/7/2024;4/25/2024;109;P21
pidum-100702;Pencurian;Prapenuntutan;40.0;L;Jateng;S1;4;262390;KUHP_303;Ya;2/19/2024;5/23/2024;94;Tahap II
PIDUM-100703;;Prapenuntutan;35.0;P;DIY;S1;4;65038;KUHP_362;Tidak;1/18/2024;2/28/2024;41;SP3
PIDUM-100704;KDRT;Penuntutan;31.0;L;Jateng;S1;1;112745;UU_35_2009_112;Tidak;1/8/2024;2/26/2024;49;RJ
PIDUM-100705;Penganiayaan;Prapenuntutan;28.0;L;Banten;SMA;1;167978;KUHP_351;Tidak;7/6/2025;10/30/2025;116;P21
PIDUM-100706;Penipuan;Penuntutan;30.0;L;Jateng;SMA;3;114757;KUHP_351;Tidak;2/16/2024;4/17/2024;61;P21
PIDUM-100707;Perjudian;penuntutan;15.0;L;DKI;S1;4;401538;UU_23_2004_44;Tidak;7/18/2024;9/14/2024;58;P21
PIDUM-100708;Perjudian;Penuntutan;32.0;L;Jatim;SMA;2;202293;KUHP_303;Tidak;2/5/2024;3/12/2024;2020;Tahap II
PIDUM-100709;  kdrt  ;Prapenuntutan;nan;L;Jatim;S1;0;403467;KUHP_303;Tidak;5/17/2024;8/16/2024;91;P21
PIDUM-100710;penganiayaan;Penuntutan;45.0;L;Jabar;SMA;1;118842;UU_35_2009_112;Tidak;6/20/2024;11/24/2024;157;P21
PIDUM-100711;Pencurian;Prapenuntutan;31.0;L;Jabar;SMA;2;612620;UU_23_2004_44;Tidak;4/18/2024;5/20/2024;32;P21
PIDUM-100712;narkotika;Prapenuntutan;20.0;L;Sulsel;SMA;3;137793;KUHP_378;Tidak;3/17/2024;5/31/2024;75;P21
PIDUM-100713;Pencurian;Prapenuntutan;30.0;L;Jateng;S1;0;61624;UU_23_2004_44;Tidak;3/4/2024;7/13/2024;131;RJ
PIDUM-100714;Pencurian;Prapenuntutan;21.0;L;Sumut;SMP;1;1435925;KUHP_351;Tidak;2/21/2024;5/2/2024;71;P21
PIDUM-100715;;Prapenuntutan;35.0;P;Sumut;SMA;3;26239;KUHP_378;Tidak;11/14/2024;2/15/2025;93;P21
PIDUM-100716;Penipuan;Prapenuntutan;33.0;P;Jatim;SMA;4;77750;KUHP_378;Tidak;8/1/2024;9/2/2024;32;Tahap II
PIDUM-100717;Narkotika;Prapenuntutan;39.0;L;DKI;SMP;3;86939;UU_35_2009_112;Tidak;2/6/2025;5/9/2025;92;Tahap II
PIDUM-100718;Penganiayaan;Penuntutan;23.0;L;DIY;D3;3;1999297;UU_23_2004_44;Tidak;1/16/2024;3/23/2024;67;Tahap II
PIDUM-100719;Penipuan;Penuntutan;31.0;L;DKI;SMA;2;991385;UU_23_2004_44;Tidak;6/6/2024;9/28/2024;114;Tahap II
PIDUM-100720;;Prapenuntutan;18.0;L;Sulsel;SMA;3;725000;UU_35_2009_112;Tidak;11/30/2024;4/1/2025;122;RJ
PIDUM-100721;PENCURIAN;Penuntutan;37.0;L;DKI;SMP;0;116931;UU_35_2009_112;Tidak;1/24/2024;7/20/2024;178;P21
pidum-100722;;Penuntutan;35.0;L;Jateng;SMA;4;1841660;UU_35_2009_112;Tidak;1/9/2024;4/16/2024;98;RJ
PIDUM-100723;Narkotika;Penuntutan;35.0;L;Jateng;SMA;3;235237;KUHP_303;Tidak;6/11/2024;9/7/2024;88;Tahap II
PIDUM-100724;Penipuan;Prapenuntutan;31.0;P;Banten;SMA;3;432467;KUHP_378;Tidak;4/12/2024;7/3/2024;82;SP3
PIDUM-100725;Pencurian;Penuntutan;34.0;L;Sulsel;SMP;2;194793;KUHP_362;Tidak;8/9/2024;10/8/2024;60;Tahap II
PIDUM-100726;Perjudian;Penuntutan;45.0;L;DKI;S1;2;154899;UU_35_2009_112;Ya;1/19/2024;4/16/2024;88;Tahap II
PIDUM-100727;NARKOTIKA;Penuntutan;28.0;L;Sumut;SMA;0;126528;KUHP_362;Ya;7/9/2024;9/10/2024;63;P21
PIDUM-100728;Narkotika;Penuntutan;32.0;L;Sumut;SMA;0;131973;KUHP_303;Tidak;1/28/2024;4/18/2024;81;P21
